FACILITY_ID,STATUS,FACILITY_NAME,RECORD_ID,PROGRAM_NAME,PROGRAM_ELEMENT__PE_,PE_DESCRIPTION,FACILITY_ADDRESS,FACILITY_CITY,FACILITY__STATE,FACILITY_ZIP,FACILITY_LATITUDE,FACILITY_LONGITUDE,OWNER_ID,OWNER_NAME,OWNER_ADDRESS,OWNER_CITY,OWNER_STATE,OWNER_ZIP,Location,ObjectId
FA0175567,Open,VALLARTA SUPERMARKET #50,PR0168728,VALLARTA SUPERMARKET #50 - MEAT/SEAFOOD/CREAMERIA,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",8510 PAINTER AVE,WHITTIER,CA,90602,33.9608987355,-118.0349810608,OW0037169,"VALLARTA FOOD ENTERPRISES, INC.",12881 BRADLEY AVE,SYLMAR,CA,91342,"(33.9608987355, -118.0349810608)",36629
FA0055202,Open,WILLIAMS SONOMA #618,PR0030614,WILLIAMS SONOMA #618,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1600 MONTANA AVE,SANTA MONICA,CA,90403,34.0336247281,-118.4928682168,OW0038899,WILLIAMS SONOMA INC.,3250   VAN NESS AVE,SAN FRANCISCO,CA,94109,"(34.0336247281, -118.4928682168)",36636
FA0299818,Open,SURJIT INC,PR0256962,SURJIT INC,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4431 1/2 W SLAUSON AVE,LOS ANGELES,CA,90043,None,None,OW0283162,SURJIT INC,4431 1/2 W SLAUSON AVE,LOS ANGELES,CA,90043,None,36638
FA0073723,Open,WALGREENS #06018,PR0026636,WALGREENS,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",831 E AVENUE K,LANCASTER,CA,93535,34.6755054721,-118.113088103,OW0038319,WALGREENS CO.,PO BOX 901,DEERFIELD,IL,60015,"(34.6755054721, -118.113088103)",36639
FA0073233,Open,VALLARTA SUPERMARKET #43,PR0008491,VALLARTA SUPERMARKETS #43,1614,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",757 S WORKMAN ST,SAN FERNANDO,CA,91340,34.2824419642,-118.4525248367,OW0037169,"VALLARTA FOOD ENTERPRISES, INC.",12881 BRADLEY AVE,SYLMAR,CA,91342,"(34.2824419642, -118.4525248367)",36647
FA0257330,Open,WHITTIER SHELL,PR0207212,WHITTIER SHELL,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",14005 WHITTIER BLVD,WHITTIER,CA,90605,33.9581639531,-118.0238564872,OW0249822,YUVRAJ INVESTMENTS INC,14005 WHITTIER BLVD,WHITTIER,CA,90605,"(33.9581639531, -118.0238564872)",36648
FA0073301,Open,VANNES MINI MARKET,PR0006231,VANNES MINI MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",6130 VAN NESS AVE,LOS ANGELES,CA,90043,33.9835514312,-118.3175471408,OW0009966,DIAZ JUAN,6130   VAN NESS BLVD.,LOS ANGELES,CA,90043,"(33.9835514312, -118.3175471408)",36651
FA0251585,Open,WEIRD BEERS,PR0200746,WEIRD BEERS,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",213 W 7TH ST,LOS ANGELES,CA,90014,34.0448187717,-118.2526333623,OW0245509,WEIRD BEERS CORP.,213 W 7TH ST,LOS ANGELES,CA,90014,"(34.0448187717, -118.2526333623)",36657
FA0036712,Open,TEMPLE SHELL/RIMPCO INC,PR0001140,TEMPLE SHELL/RIMPCO INC,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3177 W TEMPLE AVE,POMONA,CA,91768,34.04488268,-117.8028431732,OW0018889,"KHANGURA, JACK",23300   CINEMA DR 275,VALENCIA,CA,91355,"(34.04488268, -117.8028431732)",36658
FA0054445,Open,VONS MARKET #2268,PR0035092,VONS #2268 MEAT,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1430 S FAIRFAX AVE,LOS ANGELES,CA,90019,34.050376408,-118.3666093937,OW0038181,THE VONS COMPANIES INC.,251 LITTLE FALLS DR,WILMINGTON,DE,19808,"(34.050376408, -118.3666093937)",36662
FA0074428,Open,ZIGGYS MARKET,PR0042513,ZIGGYS MARKET,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",965 N MACLAY AVE,SAN FERNANDO,CA,91340,34.2934607681,-118.4276687686,OW0015421,"HERNANDEZ, SIGIFREDO",965  N MALCY AVE,SAN FERNANDO,CA,91340,"(34.2934607681, -118.4276687686)",36677
FA0054404,Open,WEST MARKET,PR0020984,WEST MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4650 W ADAMS BLVD,LOS ANGELES,CA,90016,34.0323737352,-118.3418618426,OW0013103,GETACHEW DANIEL,4650  W ADAMS BLVD.,LOS ANGELES,CA,90016,"(34.0323737352, -118.3418618426)",36683
FA0053152,Open,VALERO,PR0038420,VALERO,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3701 W MAGNOLIA BLVD,BURBANK,CA,91505,34.1680264581,-118.3474090204,OW0022877,MAGNOLIA VALERO INC.,3701  W MAGNOLIA BLVD.,BURBANK,CA,91505,"(34.1680264581, -118.3474090204)",36689
FA0039238,Open,VALLARTA SUPERMARKET #15,PR0003756,VALLARTA SUPERMARKET,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",13940 E RAMONA BLVD,BALDWIN PARK,CA,91706,34.0834874546,-117.9687357032,OW0013773,"ZIXTA ENTERPRISES, INC.",10147 SAN FERNANDO ROAD,PACOIMA,CA,91331,"(34.0834874546, -117.9687357032)",36692
FA0137527,Open,SUPER SUN,PR0121630,SUPER SUN,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1922 WESTWOOD BLVD,LOS ANGELES,CA,90025,34.0477520028,-118.4348565637,OW0100581,SUPER SUN FOOD CORP.,1922 WESTWOOD BLVD,LOS ANGELES,CA,90025,"(34.0477520028, -118.4348565637)",36703
FA0247724,Open,VARGAS GROCERIES,PR0196357,VARGAS GROCERIES,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",6048 FLORENCE AVE,BELL GARDENS,CA,90201,33.9668736357,-118.1561325897,OW0242263,VARGAS GROCERIES INC.,6048 FLORENCE AVE,BELL GARDENS,CA,90201-6761,"(33.9668736357, -118.1561325897)",36704
FA0040207,Open,WALGREENS #07482,PR0015010,WALGREENS,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1800 W SLAUSON AVE,LOS ANGELES,CA,90047,33.9889445052,-118.3093121284,OW0038319,WALGREENS CO.,PO BOX 901,DEERFIELD,IL,60015,"(33.9889445052, -118.3093121284)",36705
FA0293247,Open,VICTORIA PLAZA LIQUOR,PR0249370,VICTORIA PLAZA LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4226 W PICO BLVD,LOS ANGELES,CA,90019,None,None,OW0277877,TRANSPOTTER INC,4226 W PICO BLVD,LOS ANGELES,CA,90019,None,36716
FA0259750,Open,VITAMIN WORLD USA CORPORATION #4904,PR0210015,VITAMIN WORLD USA CORPORATION #4904,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",100 CITADEL DR SPC 103,COMMERCE,CA,90040,34.0049517043,-118.153060929,OW0251006,VITAMIN WORLD USA CORPORATION,3500 SUNRISE HWY,GREAT RIVER,NY,11739,"(34.0049517043, -118.153060929)",36722
FA0051269,Open,TARGET STORES #1307,PR0010684,TARGET STORES #1307,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",5711 SEPULVEDA BLVD,VAN NUYS,CA,91411,34.1743670154,-118.4664417414,OW0035036,TARGET CORPORATION,P.O. BOX 9471 CC-1028,MINNEAPOLIS,MN,55440,"(34.1743670154, -118.4664417414)",36725
FA0052426,Open,TOY CHEVRON,PR0044222,TOY CHEVRON,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1860 W AVENUE I,LANCASTER,CA,93534,34.7036278739,-118.1654445928,OW0003558,B & H 26 INC,1860  W AVENUE I,LANCASTER,CA,93534,"(34.7036278739, -118.1654445928)",36738
FA0040316,Open,WAL-MART #2082,PR0044081,WAL-MART #2082,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",12701 TOWNE CENTER DR,CERRITOS,CA,90703,33.8724865386,-118.0618126483,OW0038349,WALMART  INC.,508 SW 8TH ST,BENTONVILLE,AR,72716-0500,"(33.8724865386, -118.0618126483)",36748
FA0245458,Open,"WAH FUNG 2016, INC.",PR0193831,"WAH FUNG 2016, INC.",1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1243 E VALLEY BLVD,ALHAMBRA,CA,91801,34.080214,-118.111118,OW0240510,"WAH FUNG 2016, INC",1243 E VALLEY BLVD,ALHAMBRA,CA,91801-5235,"(34.080214, -118.111118)",36753
FA0174379,Open,WOW STORE,PR0167278,WOW STORE,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4892 HUNTINGTON DR S,LOS ANGELES,CA,90032,34.0863831554,-118.1770465023,OW0181061,WOW STORE,4892 HUNTINGTON DR S,LOS ANGELES,CA,90032,"(34.0863831554, -118.1770465023)",36755
FA0054623,Open,WALGREENS #7529,PR0012081,WALGREENS #7529,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",27983 SLOAN CANYON RD,CASTAIC,CA,91384,34.4951221477,-118.6262557726,OW0038319,WALGREENS CO.,PO BOX 901,DEERFIELD,IL,60015,"(34.4951221477, -118.6262557726)",36759
FA0038204,Open,TOM'S LIQUOR AND MARKET,PR0024936,TOM'S LIQUOR AND MARKET,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1355 W FLORENCE AVE,LOS ANGELES,CA,90044,33.9747443245,-118.2999038978,OW0000377,1355 FLORENCE INC.,1355  W FLORENCE AVE.,LOS ANGELES,CA,90044,"(33.9747443245, -118.2999038978)",36762
FA0295369,Open,TIP TOP ENTERPRISE,PR0251869,TIP TOP ENTERPRISE,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",985 S GLENDORA,WEST COVINA,CA,91790,None,None,OW0277774,TIP TOP ENTERPRISES INC.,3512 GAUNTLET DR,WEST COVINA,CA,91792,None,36763
FA0072271,Open,THE FRIAR TUCK SHOPPE,PR0029851,THE FRIAR TUCK SHOPPE,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",13638 BURBANK BLVD,VAN NUYS,CA,91401,34.1719452695,-118.4303520471,OW0038904,"WILLIAMS, MICHAEL LORRAINE",13638   BURBANK BLVD,VAN NUYS,CA,91401,"(34.1719452695, -118.4303520471)",36764
FA0073418,Open,VICTORY SHELL,PR0018421,VICTORY SHELL,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",23650 VICTORY BLVD,WOODLAND HILLS,CA,91367,34.1865994846,-118.642270882,OW0008676,"CONICO RORO, INC.",4520 E THOUSAND OAKS BLVD STE 200,WESTLAKE VILLAGE,CA,91362,"(34.1865994846, -118.642270882)",36770
FA0065620,Open,VITAMIN CITY,PR0039111,VITAMIN CITY,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",642 W ARROW HWY,SAN DIMAS,CA,91773,34.1052336096,-117.8186998699,OW0021453,"LEE,SUK P",642  W ARROW HWY,SAN DIMAS,CA,91773,"(34.1052336096, -117.8186998699)",36771
FA0040458,Open,WATERIA,PR0032770,WATERIA,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",11005 FIRESTONE BLVD STE #108,NORWALK,CA,90650,33.9220553676,-118.0989957958,OW0039639,YESONE CORPORATION,13120   BARTON RD,WHITTIER,CA,90605,"(33.9220553676, -118.0989957958)",36772
FA0292995,Open,UNICO GAS STATION,PR0249071,UNICO GAS STATION,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4072 VERDUGO RD,LOS ANGELES,CA,90065,None,None,OW0277667,SOL YOUNG LEE,4072 VERDUGO RD,LOS ANGELES,CA,90065,None,36774
FA0239189,Open,UNITED PACIFIC #5643,PR0187153,UNITED PACIFIC #5643,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",13444 TELEGRAPH RD,WHITTIER,CA,90605,33.93925748,-118.0450770397,OW0002870,"APRO, LLC. (UNITED OIL)",4130 COVER ST,LONG BEACH,CA,90808,"(33.93925748, -118.0450770397)",36775
FA0249127,Open,ZAM ZAM,PR0197835,ZAM ZAM - MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",13645 INGLEWOOD AVE,HAWTHORNE,CA,90250,33.9079621385,-118.3613479374,OW0243427,FOZIA SIDDIQUI,13645 INGLEWOOD AVE,HAWTHORNE,CA,90250,"(33.9079621385, -118.3613479374)",36776
FA0053956,Open,VONS GROCERY 3075,PR0002542,VONS GROCERY 3075,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1129 FAIR OAKS AVE,SOUTH PASADENA,CA,91030,34.1133630666,-118.1505091254,OW0038181,THE VONS COMPANIES INC.,251 LITTLE FALLS DR,WILMINGTON,DE,19808,"(34.1133630666, -118.1505091254)",36782
FA0272368,Open,UNITED PACIFIC #0217,PR0225190,UNITED PACIFIC #0217,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",22222 WILMINGTON AVE,CARSON,CA,90745,33.8248535359,-118.2419330084,OW0002870,"APRO, LLC. (UNITED OIL)",4130 COVER ST,LONG BEACH,CA,90808,"(33.8248535359, -118.2419330084)",36786
FA0054107,Open,WALGREENS #12913,PR0001660,WALGREENS #12913,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1500 E GAGE AVE,LOS ANGELES,CA,90001,33.9818789435,-118.2474206885,OW0038319,WALGREENS CO.,PO BOX 901,DEERFIELD,IL,60015,"(33.9818789435, -118.2474206885)",36792
FA0167622,Open,UNITED OIL #164,PR0158002,UNITED OIL #164,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7204 VAN NUYS BLVD,VAN NUYS,CA,91405,34.2016278597,-118.448536873,OW0002870,"APRO, LLC. (UNITED OIL)",4130 COVER ST,LONG BEACH,CA,90808,"(34.2016278597, -118.448536873)",36796
FA0276648,Open,VIDALES MEAT MARKET,PR0230260,VIDALES MEAT MARKET,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",13246 VALLEY BLVD,LA PUENTE,CA,91746,34.0497495966,-117.9970106134,OW0265799,JESSE MENDOZA,13246 VALLEY BLVD,LA PUENTE,CA,91746,"(34.0497495966, -117.9970106134)",36807
FA0073617,Open,VONS #2275,PR0039803,VON'S #2275,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",410 MANHATTAN BEACH BLVD,MANHATTAN BEACH,CA,90266,33.885485105,-118.4080838256,OW0038181,THE VONS COMPANIES INC.,251 LITTLE FALLS DR,WILMINGTON,DE,19808,"(33.885485105, -118.4080838256)",36810
FA0245835,Open,VENDOME INC.,PR0194219,VENDOME INC.,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",103 E SANTA CLARA ST,ARCADIA,CA,91006,34.1423215733,-118.0281645206,OW0026557,OCTIX INC,103 E SANTA CLARA ST,ARCADIA,CA,91006,"(34.1423215733, -118.0281645206)",36815
FA0071920,Open,TARGET STORES T-199,PR0034873,TARGET STORES T-199,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1200 N SEPULVEDA BLVD,MANHATTAN BEACH,CA,90266,33.8884280596,-118.3957067792,OW0035036,TARGET CORPORATION,P.O. BOX 9471 CC-1028,MINNEAPOLIS,MN,55440,"(33.8884280596, -118.3957067792)",36817
FA0274604,Open,TRADER JOE'S #253,PR0232297,TRADER JOE'S #253,1614,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",2300 WILSHIRE BLVD # 101,SANTA MONICA,CA,90403,34.0335200658,-118.4805106575,OW0036363,TRADER JOES COMPANY INC.,PO BOX 8000,MONSEY,NY,10952,"(34.0335200658, -118.4805106575)",36818
FA0167644,Open,UNITED OIL #193,PR0158024,UNITED OIL #193,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",12000 CULVER BLVD,LOS ANGELES,CA,90066,33.9947767626,-118.4176533578,OW0002870,"APRO, LLC. (UNITED OIL)",4130 COVER ST,LONG BEACH,CA,90808,"(33.9947767626, -118.4176533578)",36819
FA0256314,Open,"WESTERN REFINING RETAIL, LLC STORE #68517",PR0206101,"WESTERN REFINING RETAIL, LLC STORE #68517",1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",22232 S WILMINGTON AVE,CARSON,CA,90745,33.8246886433,-118.2420016107,OW0248900,WESTERN REFINING RETAIL LLC,PO BOX 219088,DALLAS,TX,75221,"(33.8246886433, -118.2420016107)",36822
FA0157145,Open,WALGREENS #7211,PR0001802,WALGREENS,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",11604 WHITTIER BLVD,WHITTIER,CA,90601,33.9821461734,-118.0535167221,OW0038319,WALGREENS CO.,PO BOX 901,DEERFIELD,IL,60015,"(33.9821461734, -118.0535167221)",36825
FA0072325,Open,THE HOME DEPOT # 653,PR0002935,THE HOME DEPOT # 653,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",20642 GOLDEN TRIANGLE RD,SANTA CLARITA,CA,91350,34.4191741623,-118.497051644,OW0015875,HOME DEPOT USA INC.,PO BOX 8000,MONSEY,NY,10952,"(34.4191741623, -118.497051644)",36827
FA0053084,Open,TRADER JOE'S #36,PR0034039,TRADER JOE'S,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",9290 CULVER BLVD,CULVER CITY,CA,90232,34.0252650157,-118.3930048653,OW0036363,TRADER JOES COMPANY INC.,PO BOX 8000,MONSEY,NY,10952,"(34.0252650157, -118.3930048653)",36828
FA0167626,Open,UNITED OIL #167,PR0158006,UNITED OIL #167,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",15712 NORDHOFF ST,NORTH HILLS,CA,91343,34.2353563596,-118.4747178848,OW0002870,"APRO, LLC. (UNITED OIL)",4130 COVER ST,LONG BEACH,CA,90808,"(34.2353563596, -118.4747178848)",36831
FA0071479,Open,SUPERIOR SUPER WAREHOUSE,PR0035632,SUPERIOR SUPERWAREHOUSE,1614,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",11202 S CRENSHAW BLVD,INGLEWOOD,CA,90303,33.9321519278,-118.3252605698,OW0034460,"SUPER CENTER CONCEPTS, INC",15510 CARMENTIA RD,SANTA FE SPRINGS,CA,90670,"(33.9321519278, -118.3252605698)",36832
FA0245243,Open,TRADER JOE'S STORE 40,PR0193622,TRADER JOE'S STORE 40,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",7310 SANTA MONICA BLVD,WEST HOLLYWOOD,CA,90046,34.0907177539,-118.3491994378,OW0036363,TRADER JOES COMPANY INC.,PO BOX 8000,MONSEY,NY,10952,"(34.0907177539, -118.3491994378)",36841
FA0272404,Open,WHOLE FOODS MARKET,PR0225231,WHOLE FOODS MARKET - MEAT/ SEAFOOD,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",20209 RINALDI ST,PORTER RANCH,CA,91326,34.279075,-118.468821,OW0038850,"WHOLE FOODS MARKET, INC.",P.O. BOX 684786,AUSTIN,TX,78768-4786,"(34.279075, -118.468821)",36842
FA0071633,Open,T.J. MAXX #1240,PR0047346,T.J. MAXX #1240,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",11758 FIRESTONE BLVD,NORWALK,CA,90650,33.9123433656,-118.083342741,OW0036006,"T.J. MAXX OF CA, LLC",P.O. BOX 9358,FRAMINGHAM,MA,01701,"(33.9123433656, -118.083342741)",36847
FA0294146,Open,YOUNG'S MARKET AND PARTY SUPPLIES,PR0250398,YOUNG'S MARKET AND PARTY SUPPLIES,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7522 S HOOVER ST,LOS ANGELES,CA,90044,None,None,OW0278599,STEVEN GRINNEL YOUNG,7522 S HOOVER ST,LOS ANGELES,CA,90044,None,36851
FA0074270,Open,YOGI ALTADENA DAIRY,PR0045943,YOGI ALTADENA DAIRY,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1600 W HOLT AVE,POMONA,CA,91768,34.0613079596,-117.7765576589,OW0028001,"PATEL, YOGESH",1600  W HOLT AVE,POMONA,CA,91768,"(34.0613079596, -117.7765576589)",36855
FA0051482,Open,VALERO,PR0033859,VALERO,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",15805 ROSCOE BLVD,NORTH HILLS,CA,91343,34.2215385892,-118.4770136739,OW0037278,"VANDERVALK, ANDRE F",15805   ROSCOE BLVD,NORTH HILLS,CA,91343,"(34.2215385892, -118.4770136739)",36856
FA0073167,Open,USA POMONA,PR0031966,USA POMONA,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2475 S GAREY AVE,POMONA,CA,91766,34.0263391645,-117.7493641724,OW0032827,SIERRA FOODS INC.,23300 CINEMA DR STE 220,VALENCIA,CA,91355,"(34.0263391645, -117.7493641724)",36858
FA0053076,Open,TRADER JOE'S #233,PR0028526,TRADER JOE'S #233,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",31176 HAWTHORNE BLVD,RANCHO PALOS VERDES,CA,90275,33.7494760456,-118.4069226745,OW0036363,TRADER JOES COMPANY INC.,PO BOX 8000,MONSEY,NY,10952,"(33.7494760456, -118.4069226745)",36863
FA0041293,Open,WINE & LIQUOR MARKET,PR0042511,WINE & LIQUOR MARKET,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",750 S INDIAN HILL BLVD,CLAREMONT,CA,91711,34.0823913,-117.7184803,OW0009330,"DAHI, JAMAL Y.",750 S INDIAN HILL BLVD,CLAREMONT,CA,91711,"(34.0823913, -117.7184803)",36864
FA0167086,Open,SUPERIOR GROCERS #146,PR0157455,SUPERIOR GROCERS #146 - GROCERY,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",12630 HAWTHORNE BLVD,HAWTHORNE,CA,90250,33.9174029271,-118.3511688556,OW0034460,"SUPER CENTER CONCEPTS, INC",15510 CARMENTIA RD,SANTA FE SPRINGS,CA,90670,"(33.9174029271, -118.3511688556)",36869
FA0055331,Open,WINCO FOODS,PR0002376,WINCO FOODS- MEATS,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",3400 E SOUTH ST,LAKEWOOD,CA,90805,33.85890095,-118.1522030001,OW0039020,WINCO FOODS LLC,PO BOX 5756,BOISE,ID,83705,"(33.85890095, -118.1522030001)",36873
FA0054599,Open,WAL-MART STORE,PR0048227,WAL MART STORE,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",27931 KELLY JOHNSON PKWY,VALENCIA,CA,91355,34.4441422915,-118.5770720382,OW0038349,WALMART  INC.,508 SW 8TH ST,BENTONVILLE,AR,72716-0500,"(34.4441422915, -118.5770720382)",36879
FA0040201,Open,WALGREENS #11243,PR0035481,WALGREENS #11243,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",11930 STUDEBAKER RD,NORWALK,CA,90650,33.9234564963,-118.0990767175,OW0038319,WALGREENS CO.,PO BOX 901,DEERFIELD,IL,60015,"(33.9234564963, -118.0990767175)",36881
FA0276316,Open,UNITED NUTRITION,PR0229904,UNITED NUTRITION,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",16222 PIONEER BLVD,NORWALK,CA,90650,33.884155726,-118.0822892551,OW0265518,LUZ E SANCHEZ,16222 PIONEER BLVD,NORWALK,CA,90650,"(33.884155726, -118.0822892551)",36882
FA0051495,Open,THE HOME DEPOT # 6632,PR0044368,THE HOME DEPOT # 6632,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",6345 VARIEL AVE,WOODLAND HILLS,CA,91367,34.18643322,-118.5935994631,OW0015875,HOME DEPOT USA INC.,PO BOX 8000,MONSEY,NY,10952,"(34.18643322, -118.5935994631)",36891
FA0302152,Open,US MARKET,PR0259716,US MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1325 W MANCHESTER AVE,LOS ANGELES,CA,90044,None,None,OW0285003,EBRAHIM ELSHORBGY,1325 W MANCHESTER AVE,LOS ANGELES,CA,90044,None,36893
FA0054050,Open,VONS MARKET #2167,PR0008020,VONS(MARKET)#2167,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",350 N LEMON AVE,WALNUT,CA,91789,34.0195091505,-117.8643845598,OW0038181,THE VONS COMPANIES INC.,251 LITTLE FALLS DR,WILMINGTON,DE,19808,"(34.0195091505, -117.8643845598)",36897
FA0055348,Open,WING HIP FUNG HERBAL & GINSE,PR0024872,WING HIP FUNG HERBAL & GINSE,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",722 E VALLEY BLVD,SAN GABRIEL,CA,91776,34.0799915792,-118.0915672856,OW0039055,WING HIP FUNG HERAL & GINSEN,722  E VALLEY BLVD,SAN GABRIEL,CA,91776,"(34.0799915792, -118.0915672856)",36900
FA0073710,Open,WALGREENS #5526,PR0020239,WALGREENS #5526,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1932 WILSHIRE BLVD,SANTA MONICA,CA,90403,34.0309128172,-118.4831546533,OW0038319,WALGREENS CO.,PO BOX 901,DEERFIELD,IL,60015,"(34.0309128172, -118.4831546533)",36904
FA0160580,Open,TED'S LIQUOR,PR0148670,TED'S LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",18303 S WESTERN AVE,TORRANCE,CA,90248,33.864784988,-118.3093004707,OW0125535,SAHM Y'S INC.,18303 S WESTERN AVE,TORRANCE,CA,90248,"(33.864784988, -118.3093004707)",36907
FA0301862,Open,URBANA GOODS,PR0259362,URBANA GOODS,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1756 W EL SEGUNDO BLVD STE D,GARDENA,CA,90249,None,None,OW0284777,URBANA WINE EXPERIENCE LLC,746 HOWARD AVE,CARSON,CA,90746,None,36918
FA0036539,Open,TARGET STORE T-2470,PR0025791,TARGET STORE T-2470,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1701 N GAFFEY ST,SAN PEDRO,CA,90731,33.7609440317,-118.2930834049,OW0035036,TARGET CORPORATION,P.O. BOX 9471 CC-1028,MINNEAPOLIS,MN,55440,"(33.7609440317, -118.2930834049)",36919
FA0053118,Open,TRIANGLE CLUB OF POMONA,PR0030719,TRIANGLE CLUB OF POMONA,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",1655 N BERKELEY AVE,POMONA,CA,91768,34.0788824175,-117.7595963872,OW0036514,TRIANGLE CLUB OF POMONA INC.,1655   BERKELEY AVE.,POMONA,CA,91768,"(34.0788824175, -117.7595963872)",36922
FA0040214,Open,WALGREENS #4474,PR0023845,WALGREENS #4474,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2501 W MAGNOLIA BLVD,BURBANK,CA,91505,34.1721049768,-118.3351882263,OW0038319,WALGREENS CO.,PO BOX 901,DEERFIELD,IL,60015,"(34.1721049768, -118.3351882263)",36923
FA0261337,Open,WHITTIER NUTRITION,PR0211880,WHITTIER NUTRITION,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4962 WHITTIER BLVD,LOS ANGELES,CA,90022,34.0214149403,-118.1622262363,OW0252982,FAIG MOHAMMAD FREIHAT,4962 WHITTIER BLVD,LOS ANGELES,CA,90022-3130,"(34.0214149403, -118.1622262363)",36929
